Episode,Distance
387,182.0
388,238.0
389,336.0
390,211.0
391,206.0
392,161.0
393,124.0
394,241.0
395,113.0
396,243.0
397,251.0
398,101.0
399,141.0
400,116.0
401,198.0
402,251.0
403,219.0
404,186.0
405,224.0
406,205.0
407,100.0
408,231.0
409,251.0
410,148.0
411,112.0
412,325.0
413,240.0
414,327.0
415,296.0
416,190.0
417,169.0
418,176.0
419,129.0
420,148.0
421,189.0
422,226.0
423,290.0
424,198.0
425,187.0
426,162.0
427,110.0
428,163.0
429,238.0
430,216.0
431,263.0
432,102.0
433,278.0
434,212.0
435,216.0
436,161.0
437,247.0
438,184.0
439,185.0
440,194.0
441,168.0
442,229.0
443,147.0
444,89.0
445,211.0
446,161.0
447,180.0
448,195.0
449,134.0
450,191.0
451,237.0
452,73.0
453,97.0
454,119.0
455,178.0
456,241.0
457,198.0
458,262.0
459,207.0
460,123.0
461,193.0
462,150.0
463,218.0
464,198.0
465,267.0
466,148.0
467,138.0
468,241.0
469,196.0
470,171.0
471,104.0
472,228.0
473,232.0
474,261.0
475,75.0
476,144.0
477,150.0
478,162.0
479,128.0
480,280.0
481,144.0
482,167.0
483,83.0
484,185.0
485,157.0
486,245.0
487,207.0
488,174.0
489,120.0
490,221.0
491,202.0
492,124.0
493,112.0
494,271.0
495,183.0
496,174.0
497,210.0
498,159.0
499,279.0
500,113.0
501,225.0
502,246.0
503,265.0
504,204.0
505,242.0
506,182.0
507,150.0
508,106.0
509,208.0
510,294.0
511,85.0
512,179.0
513,151.0
514,138.0
515,128.0
516,138.0
517,164.0
518,280.0
519,239.0
520,99.0
521,123.0
522,132.0
523,92.0
524,136.0
525,197.0
526,142.0
527,103.0
528,140.0
529,209.0
530,202.0
531,150.0
532,171.0
533,133.0
534,117.0
535,102.0
536,91.0
537,141.0
538,87.0
539,188.0
540,124.0
541,168.0
542,173.0
543,107.0
544,221.0
545,308.0
546,138.0
547,221.0
548,165.0
549,106.0
550,198.0
551,197.0
552,143.0
553,172.0
554,220.0
555,110.0
556,110.0
557,174.0
558,126.0
559,213.0
560,216.0
561,172.0
562,104.0
563,87.0
564,302.0
565,198.0
566,143.0
567,197.0
568,189.0
569,275.0
570,240.0
571,133.0
572,161.0
573,116.0
574,178.0
575,198.0
576,108.0
577,171.0
578,131.0
579,179.0
580,160.0
581,206.0
582,225.0
583,289.0
584,129.0
585,168.0
586,195.0
587,143.0
588,199.0
589,174.0
590,308.0
591,208.0
592,293.0
593,202.0
594,174.0
595,141.0
596,251.0
597,233.0
598,187.0
599,91.0
600,196.0
601,209.0
602,217.0
603,136.0
604,140.0
605,206.0
606,194.0
607,213.0
608,150.0
609,252.0
610,89.0
611,175.0
612,137.0
613,125.0
614,130.0
615,247.0
616,70.0
617,189.0
618,236.0
619,183.0
620,288.0
621,236.0
622,206.0
623,318.0
624,137.0
625,125.0
626,151.0
627,196.0
628,129.0
629,213.0
630,283.0
631,100.0
632,220.0
633,142.0
634,217.0
635,163.0
636,202.0
637,214.0
638,145.0
639,159.0
640,138.0
641,223.0
642,263.0
643,136.0
644,233.0
645,165.0
646,135.0
647,131.0
648,98.0
649,175.0
650,137.0
651,208.0
652,137.0
653,223.0
654,154.0
655,149.0
656,213.0
657,112.0
658,258.0
659,126.0
660,161.0
661,102.0
662,202.0
663,152.0
664,77.0
665,332.0
666,143.0
667,145.0
668,180.0
669,79.0
670,140.0
671,109.0
672,159.0
673,179.0
674,243.0
675,234.0
676,142.0
677,144.0
678,233.0
679,175.0
680,138.0
681,174.0
682,99.0
683,153.0
684,91.0
685,291.0
686,180.0
687,168.0
688,76.0
689,253.0
690,167.0
691,185.0
692,142.0
693,153.0
694,172.0
695,121.0
696,172.0
697,141.0
698,149.0
699,118.0
700,194.0
701,213.0
702,220.0
703,199.0
704,136.0
705,126.0
706,151.0
707,140.0
708,143.0
709,133.0
710,143.0
711,137.0
712,114.0
713,90.0
714,143.0
715,312.0
716,93.0
717,322.0
718,153.0
719,208.0
720,189.0
721,181.0
722,98.0
723,193.0
724,119.0
725,171.0
726,78.0
727,125.0
728,206.0
729,189.0
730,274.0
731,132.0
732,223.0
733,157.0
734,159.0
735,178.0
736,305.0
737,85.0
738,208.0
739,151.0
740,187.0
741,190.0
742,113.0
743,167.0
744,121.0
745,241.0
746,139.0
747,85.0
748,163.0
749,251.0
750,122.0
751,162.0
752,104.0
753,115.0
754,180.0
755,157.0
756,150.0
757,154.0
758,101.0
759,158.0
760,116.0
761,204.0
762,131.0
763,110.0
764,173.0
765,79.0
766,187.0
767,182.0
768,209.0
769,208.0
770,172.0
771,133.0
772,93.0
773,191.0
774,102.0
775,263.0
776,138.0
777,213.0
778,127.0
779,101.0
780,218.0
781,150.0
782,140.0
783,177.0
784,154.0
785,155.0
786,194.0
787,192.0
788,100.0
789,289.0
790,107.0
791,144.0
792,158.0
793,138.0
794,92.0
795,180.0
796,176.0
797,115.0
798,119.0
799,131.0
800,75.0
801,99.0
802,200.0
803,90.0
804,220.0
805,125.0
806,166.0
807,145.0
808,175.0
809,169.0
810,125.0
811,159.0
812,171.0
813,215.0
814,148.0
815,124.0
816,114.0
817,133.0
818,118.0
819,158.0
820,123.0
821,147.0
822,162.0
823,211.0
824,87.0
825,110.0
826,145.0
827,152.0
828,194.0
829,201.0
830,74.0
831,137.0
832,80.0
833,158.0
834,199.0
835,167.0
836,114.0
837,171.0
838,133.0
839,276.0
840,243.0
841,99.0
842,167.0
843,169.0
844,155.0
845,73.0
846,110.0
847,108.0
848,170.0
849,189.0
850,158.0
851,228.0
852,142.0
853,151.0
854,153.0
855,225.0
856,204.0
857,211.0
858,174.0
859,152.0
860,126.0
861,201.0
862,121.0
863,293.0
864,97.0
865,140.0
866,131.0
867,200.0
868,175.0
869,222.0
870,91.0
871,101.0
872,226.0
873,178.0
874,102.0
875,132.0
876,146.0
877,210.0
878,84.0
879,214.0
880,200.0
881,150.0
882,155.0
883,253.0
884,200.0
885,104.0
886,133.0
887,149.0
888,178.0
889,85.0
890,105.0
891,155.0
892,94.0
893,173.0
894,168.0
895,204.0
896,158.0
897,145.0
898,92.0
899,85.0
900,138.0
901,137.0
902,196.0
903,138.0
904,211.0
905,190.0
906,197.0
907,175.0
908,196.0
909,154.0
910,109.0
911,228.0
912,241.0
913,130.0
914,229.0
915,251.0
916,167.0
917,142.0
918,145.0
919,169.0
920,79.0
921,211.0
922,131.0
923,162.0
924,198.0
925,167.0
926,107.0
927,147.0
928,144.0
929,112.0
930,214.0
931,163.0
932,216.0
933,194.0
934,150.0
935,125.0
936,84.0
937,169.0
938,182.0
939,166.0
940,124.0
941,204.0
942,141.0
943,185.0
944,213.0
945,131.0
946,265.0
947,157.0
948,126.0
949,236.0
950,112.0
951,114.0
952,122.0
953,148.0
954,197.0
955,121.0
956,106.0
957,159.0
958,109.0
959,131.0
960,168.0
961,192.0
962,75.0
963,180.0
964,178.0
965,158.0
966,99.0
967,157.0
968,138.0
969,151.0
970,117.0
971,91.0
972,91.0
973,161.0
974,96.0
975,126.0
976,178.0
977,117.0
978,117.0
979,180.0
980,89.0
981,156.0
982,128.0
983,174.0
984,156.0
985,106.0
986,84.0
987,211.0
988,162.0
989,215.0
990,111.0
991,186.0
992,208.0
993,129.0
994,147.0
995,139.0
996,131.0
997,131.0
998,119.0
999,93.0
1000,189.0
1001,149.0
1002,94.0
1003,82.0
1004,88.0
1005,98.0
1006,208.0
1007,61.0
1008,152.0
1009,193.0
1010,105.0
1011,118.0
1012,88.0
1013,124.0
1014,110.0
1015,152.0
1016,146.0
1017,199.0
1018,158.0
1019,221.0
1020,91.0
1021,129.0
1022,131.0
1023,142.0
1024,121.0
1025,222.0
1026,80.0
1027,265.0
1028,105.0
1029,87.0
1030,71.0
1031,180.0
1032,109.0
1033,131.0
1034,71.0
1035,176.0
1036,136.0
1037,145.0
1038,117.0
1039,120.0
1040,91.0
1041,189.0
1042,92.0
1043,139.0
1044,142.0
1045,122.0
1046,199.0
1047,84.0
1048,156.0
1049,118.0
1050,84.0
1051,160.0
1052,233.0
1053,254.0
1054,124.0
1055,136.0
1056,108.0
1057,194.0
1058,191.0
1059,220.0
1060,170.0
1061,200.0
1062,166.0
1063,155.0
1064,107.0
1065,213.0
1066,86.0
1067,76.0
1068,78.0
1069,107.0
1070,244.0
1071,124.0
1072,160.0
1073,100.0
1074,143.0
1075,182.0
1076,89.0
1077,157.0
1078,152.0
1079,171.0
1080,256.0
1081,89.0
1082,158.0
1083,84.0
1084,109.0
1085,158.0
1086,274.0
1087,89.0
1088,191.0
1089,125.0
1090,123.0
1091,243.0
1092,142.0
1093,122.0
1094,153.0
1095,199.0
1096,98.0
1097,126.0
1098,152.0
1099,121.0
1100,145.0
1101,132.0
1102,120.0
1103,140.0
1104,112.0
1105,119.0
1106,97.0
1107,104.0
1108,107.0
1109,87.0
1110,156.0
1111,105.0
1112,128.0
1113,150.0
1114,178.0
1115,131.0
1116,152.0
1117,271.0
1118,119.0
1119,131.0
1120,98.0
1121,143.0
1122,188.0
1123,167.0
1124,178.0
1125,104.0
1126,96.0
1127,126.0
1128,115.0
1129,84.0
1130,192.0
1131,107.0
1132,176.0
1133,181.0
1134,138.0
1135,241.0
1136,108.0
1137,150.0
1138,147.0
1139,78.0
1140,89.0
1141,181.0
1142,155.0
1143,89.0
1144,171.0
1145,124.0
1146,94.0
1147,133.0
1148,112.0
1149,125.0
1150,139.0
1151,159.0
1152,196.0
1153,177.0
1154,101.0
1155,146.0
1156,134.0
1157,86.0
1158,89.0
1159,125.0
1160,151.0
1161,126.0
1162,128.0
1163,131.0
1164,124.0
1165,96.0
1166,220.0
1167,121.0
1168,243.0
1169,73.0
1170,176.0
1171,152.0
1172,148.0
1173,101.0
1174,161.0
1175,73.0
1176,143.0
1177,154.0
1178,96.0
1179,128.0
1180,195.0
1181,129.0
1182,142.0
1183,220.0
1184,170.0
1185,132.0
1186,93.0
1187,115.0
1188,97.0
1189,199.0
1190,192.0
1191,116.0
1192,257.0
1193,87.0
1194,86.0
1195,259.0
1196,78.0
1197,125.0
1198,268.0
1199,75.0
1200,112.0
1201,236.0
1202,73.0
1203,135.0
1204,155.0
1205,82.0
1206,126.0
1207,102.0
1208,202.0
1209,132.0
1210,136.0
1211,168.0
1212,120.0
1213,170.0
1214,158.0
1215,112.0
1216,197.0
1217,94.0
1218,89.0
1219,207.0
1220,129.0
1221,97.0
1222,85.0
1223,147.0
1224,120.0
1225,134.0
1226,87.0
1227,304.0
1228,200.0
1229,175.0
1230,97.0
1231,89.0
1232,119.0
1233,132.0
1234,141.0
1235,88.0
1236,140.0
1237,150.0
1238,220.0
1239,121.0
1240,142.0
1241,86.0
1242,105.0
1243,174.0
1244,202.0
1245,128.0
1246,211.0
1247,307.0
1248,105.0
1249,117.0
1250,129.0
1251,213.0
1252,114.0
1253,155.0
1254,131.0
1255,138.0
1256,88.0
1257,105.0
1258,132.0
1259,95.0
1260,142.0
1261,112.0
1262,166.0
1263,154.0
1264,113.0
1265,89.0
1266,96.0
1267,71.0
1268,159.0
1269,181.0
1270,158.0
1271,87.0
1272,128.0
1273,161.0
1274,132.0
1275,144.0
1276,103.0
1277,108.0
1278,112.0
1279,97.0
1280,179.0
1281,149.0
1282,106.0
1283,108.0
1284,122.0
1285,130.0
1286,236.0
1287,257.0
1288,232.0
1289,299.0
1290,89.0
1291,134.0
1292,125.0
1293,127.0
1294,136.0
1295,92.0
1296,143.0
1297,153.0
1298,149.0
1299,214.0
1300,194.0
1301,162.0
1302,87.0
1303,154.0
1304,82.0
1305,108.0
1306,142.0
1307,203.0
1308,152.0
1309,138.0
1310,105.0
1311,140.0
1312,103.0
1313,90.0
1314,173.0
1315,87.0
1316,209.0
1317,218.0
1318,87.0
1319,87.0
1320,181.0
1321,122.0
1322,176.0
1323,179.0
1324,115.0
1325,168.0
1326,157.0
1327,178.0
1328,118.0
1329,100.0
1330,89.0
1331,108.0
1332,218.0
1333,220.0
1334,134.0
1335,108.0
1336,124.0
1337,84.0
1338,77.0
1339,192.0
1340,86.0
1341,84.0
1342,171.0
1343,145.0
1344,87.0
1345,238.0
1346,87.0
1347,117.0
1348,108.0
1349,94.0
1350,87.0
1351,159.0
1352,96.0
1353,137.0
1354,153.0
1355,213.0
1356,142.0
1357,84.0
1358,152.0
1359,84.0
1360,98.0
1361,121.0
1362,91.0
1363,105.0
1364,142.0
1365,191.0
1366,125.0
1367,89.0
1368,223.0
1369,167.0
1370,136.0
1371,100.0
1372,141.0
1373,134.0
1374,109.0
1375,214.0
1376,89.0
1377,135.0
1378,131.0
1379,155.0
1380,117.0
1381,108.0
1382,235.0
1383,157.0
1384,162.0
1385,106.0
1386,109.0
1387,96.0
1388,158.0
1389,77.0
1390,141.0
1391,178.0
1392,129.0
1393,145.0
1394,87.0
1395,153.0
1396,242.0
1397,73.0
1398,105.0
1399,141.0
1400,149.0
1401,144.0
1402,112.0
1403,76.0
1404,188.0
1405,165.0
1406,176.0
1407,129.0
1408,156.0
1409,199.0
1410,131.0
1411,87.0
1412,150.0
1413,108.0
1414,191.0
1415,181.0
1416,140.0
1417,176.0
1418,114.0
1419,101.0
1420,89.0
1421,87.0
1422,89.0
1423,93.0
1424,187.0
1425,227.0
1426,108.0
1427,82.0
1428,114.0
1429,114.0
1430,78.0
1431,119.0
1432,133.0
1433,209.0
1434,66.0
1435,150.0
1436,131.0
1437,122.0
1438,147.0
1439,136.0
1440,117.0
1441,98.0
1442,200.0
1443,151.0
1444,118.0
1445,86.0
1446,150.0
1447,145.0
1448,132.0
1449,221.0
1450,91.0
1451,78.0
1452,94.0
1453,103.0
1454,97.0
1455,131.0
1456,98.0
1457,150.0
1458,82.0
1459,124.0
1460,134.0
1461,158.0
1462,119.0
1463,86.0
1464,130.0
1465,87.0
1466,84.0
1467,79.0
1468,78.0
1469,110.0
1470,130.0
1471,142.0
1472,185.0
1473,153.0
1474,141.0
1475,85.0
1476,91.0
1477,180.0
1478,90.0
1479,96.0
1480,89.0
1481,110.0
1482,87.0
1483,151.0
1484,98.0
1485,142.0
1486,117.0
1487,191.0
1488,82.0
1489,128.0
1490,91.0
1491,124.0
1492,107.0
1493,158.0
1494,161.0
1495,106.0
1496,89.0
1497,108.0
1498,98.0
1499,155.0
1500,87.0
1501,109.0
1502,110.0
1503,91.0
1504,178.0
1505,246.0
1506,106.0
1507,177.0
1508,85.0
1509,158.0
1510,144.0
1511,99.0
1512,158.0
1513,124.0
1514,108.0
1515,140.0
1516,185.0
1517,73.0
1518,129.0
1519,187.0
1520,73.0
1521,102.0
1522,91.0
1523,123.0
1524,106.0
1525,97.0
1526,128.0
1527,150.0
1528,84.0
1529,76.0
1530,105.0
1531,149.0
1532,138.0
1533,152.0
1534,89.0
1535,137.0
1536,78.0
1537,150.0
1538,111.0
1539,131.0
1540,127.0
1541,144.0
1542,117.0
1543,242.0
1544,129.0
1545,180.0
1546,112.0
1547,175.0
1548,93.0
1549,87.0
1550,136.0
1551,95.0
1552,101.0
1553,80.0
1554,73.0
1555,177.0
1556,183.0
1557,82.0
1558,106.0
1559,123.0
1560,117.0
1561,71.0
1562,95.0
1563,87.0
1564,87.0
1565,71.0
1566,89.0
1567,131.0
1568,142.0
1569,147.0
1570,124.0
1571,100.0
1572,95.0
1573,117.0
1574,80.0
1575,106.0
1576,99.0
1577,169.0
1578,197.0
1579,118.0
1580,138.0
1581,76.0
1582,78.0
1583,93.0
1584,98.0
1585,181.0
1586,114.0
1587,88.0
1588,135.0
1589,79.0
1590,86.0
1591,85.0
1592,89.0
1593,96.0
1594,108.0
1595,108.0
1596,108.0
1597,173.0
1598,86.0
1599,134.0
1600,82.0
1601,103.0
1602,100.0
1603,129.0
1604,117.0
1605,194.0
1606,158.0
1607,73.0
1608,103.0
1609,133.0
1610,133.0
1611,79.0
1612,123.0
1613,129.0
1614,153.0
1615,128.0
1616,127.0
1617,87.0
1618,108.0
1619,87.0
1620,133.0
1621,89.0
1622,108.0
1623,134.0
1624,108.0
1625,109.0
1626,106.0
1627,162.0
1628,142.0
1629,101.0
1630,144.0
1631,133.0
1632,87.0
1633,176.0
1634,73.0
1635,239.0
1636,199.0
1637,108.0
1638,151.0
1639,87.0
1640,143.0
1641,106.0
1642,123.0
1643,110.0
1644,213.0
1645,80.0
1646,155.0
1647,87.0
1648,123.0
1649,138.0
1650,97.0
1651,87.0
1652,89.0
1653,87.0
1654,108.0
1655,89.0
1656,160.0
1657,87.0
1658,127.0
1659,84.0
1660,149.0
1661,157.0
1662,71.0
1663,100.0
1664,87.0
1665,78.0
1666,112.0
1667,154.0
1668,119.0
1669,133.0
1670,99.0
1671,82.0
1672,124.0
1673,103.0
1674,71.0
1675,89.0
1676,133.0
1677,134.0
1678,201.0
1679,122.0
1680,199.0
1681,169.0
1682,80.0
1683,102.0
1684,141.0
1685,131.0
1686,93.0
1687,96.0
1688,129.0
1689,174.0
1690,89.0
1691,89.0
1692,140.0
1693,87.0
1694,131.0
1695,78.0
1696,149.0
1697,85.0
1698,160.0
1699,91.0
1700,84.0
1701,71.0
1702,87.0
1703,136.0
1704,143.0
1705,93.0
1706,150.0
1707,128.0
1708,131.0
1709,173.0
1710,169.0
1711,131.0
1712,78.0
1713,142.0
1714,176.0
1715,86.0
1716,202.0
1717,182.0
1718,188.0
1719,86.0
1720,182.0
1721,87.0
1722,105.0
1723,99.0
1724,87.0
1725,137.0
1726,89.0
1727,73.0
1728,89.0
1729,116.0
1730,148.0
1731,73.0
1732,131.0
1733,96.0
1734,89.0
1735,87.0
1736,89.0
1737,110.0
1738,125.0
1739,262.0
1740,131.0
1741,145.0
1742,110.0
1743,87.0
1744,82.0
1745,87.0
1746,86.0
1747,71.0
1748,85.0
1749,122.0
1750,87.0
1751,119.0
1752,78.0
1753,108.0
1754,131.0
1755,99.0
1756,82.0
1757,112.0
1758,131.0
1759,123.0
1760,87.0
1761,150.0
1762,87.0
1763,132.0
1764,105.0
1765,124.0
1766,129.0
1767,120.0
1768,117.0
1769,129.0
1770,89.0
1771,87.0
1772,87.0
1773,108.0
1774,144.0
1775,129.0
1776,93.0
1777,87.0
1778,175.0
1779,108.0
1780,167.0
1781,212.0
1782,131.0
1783,98.0
1784,82.0
1785,89.0
1786,123.0
1787,169.0
1788,119.0
1789,75.0
1790,88.0
1791,125.0
1792,123.0
1793,80.0
1794,163.0
1795,85.0
1796,112.0
1797,119.0
1798,89.0
1799,131.0
1800,160.0
1801,131.0
1802,89.0
1803,110.0
1804,87.0
1805,188.0
1806,89.0
1807,89.0
1808,95.0
1809,103.0
1810,93.0
1811,90.0
1812,89.0
1813,97.0
1814,82.0
1815,89.0
1816,87.0
1817,122.0
1818,87.0
1819,98.0
1820,108.0
1821,131.0
1822,89.0
1823,89.0
1824,152.0
1825,128.0
1826,91.0
1827,149.0
1828,87.0
1829,140.0
1830,91.0
1831,89.0
1832,108.0
1833,78.0
1834,87.0
1835,89.0
1836,138.0
1837,87.0
1838,168.0
1839,117.0
1840,87.0
1841,97.0
1842,155.0
1843,78.0
1844,129.0
1845,89.0
1846,155.0
1847,85.0
1848,87.0
1849,137.0
1850,134.0
1851,80.0
1852,131.0
1853,175.0
1854,87.0
1855,71.0
1856,144.0
1857,131.0
1858,87.0
1859,99.0
1860,89.0
1861,89.0
1862,89.0
1863,175.0
1864,194.0
1865,68.0
1866,84.0
1867,134.0
1868,87.0
1869,91.0
1870,89.0
1871,82.0
1872,91.0
1873,110.0
1874,142.0
1875,78.0
1876,91.0
1877,126.0
1878,136.0
1879,91.0
1880,89.0
1881,108.0
1882,136.0
1883,87.0
1884,131.0
1885,74.0
1886,105.0
1887,84.0
1888,159.0
1889,165.0
1890,103.0
1891,179.0
1892,142.0
1893,198.0
1894,87.0
1895,87.0
1896,85.0
1897,87.0
1898,110.0
1899,97.0
1900,150.0
1901,131.0
1902,134.0
1903,78.0
1904,87.0
1905,76.0
1906,110.0
1907,96.0
1908,101.0
1909,108.0
1910,87.0
1911,72.0
1912,108.0
1913,228.0
1914,87.0
1915,140.0
1916,87.0
1917,119.0
1918,89.0
1919,142.0
1920,85.0
1921,87.0
1922,126.0
1923,108.0
1924,91.0
1925,101.0
1926,158.0
1927,108.0
1928,140.0
1929,108.0
1930,87.0
1931,89.0
1932,89.0
1933,96.0
1934,106.0
1935,133.0
1936,86.0
1937,160.0
1938,87.0
1939,129.0
1940,160.0
1941,129.0
1942,89.0
1943,133.0
1944,89.0
1945,81.0
1946,138.0
1947,134.0
1948,86.0
1949,89.0
1950,89.0
1951,175.0
1952,126.0
1953,106.0
1954,119.0
1955,71.0
1956,87.0
1957,87.0
1958,89.0
1959,78.0
1960,87.0
1961,85.0
1962,218.0
1963,134.0
1964,101.0
1965,158.0
1966,66.0
1967,179.0
1968,73.0
1969,87.0
1970,99.0
1971,176.0
1972,82.0
1973,71.0
1974,144.0
1975,157.0
1976,87.0
1977,108.0
1978,142.0
1979,87.0
1980,87.0
1981,89.0
1982,76.0
1983,87.0
1984,89.0
1985,78.0
1986,98.0
1987,108.0
1988,108.0
1989,71.0
1990,97.0
1991,82.0
1992,89.0
1993,89.0
1994,224.0
1995,81.0
1996,131.0
1997,84.0
1998,132.0
1999,109.0
2000,172.0
2001,76.0
2002,164.0
2003,166.0
2004,97.0
2005,110.0
2006,103.0
2007,149.0
2008,87.0
2009,87.0
2010,131.0
2011,89.0
2012,89.0
2013,87.0
2014,116.0
2015,160.0
2016,131.0
2017,87.0
2018,71.0
2019,105.0
2020,136.0
2021,89.0
2022,131.0
2023,226.0
2024,71.0
2025,176.0
2026,86.0
2027,85.0
2028,78.0
2029,158.0
2030,96.0
2031,156.0
2032,133.0
2033,98.0
2034,87.0
2035,223.0
2036,89.0
2037,160.0
2038,82.0
2039,112.0
2040,108.0
2041,89.0
2042,101.0
2043,86.0
2044,129.0
2045,176.0
2046,162.0
2047,89.0
2048,89.0
2049,154.0
2050,87.0
2051,100.0
2052,75.0
2053,131.0
2054,126.0
2055,121.0
2056,75.0
2057,173.0
2058,89.0
2059,87.0
2060,133.0
2061,87.0
2062,106.0
2063,108.0
2064,152.0
2065,79.0
2066,84.0
2067,108.0
2068,131.0
2069,89.0
2070,131.0
2071,87.0
2072,78.0
2073,85.0
2074,129.0
2075,87.0
2076,78.0
2077,89.0
2078,85.0
2079,218.0
2080,87.0
2081,89.0
2082,107.0
2083,130.0
2084,131.0
2085,86.0
2086,91.0
2087,186.0
2088,169.0
2089,110.0
2090,151.0
2091,86.0
2092,143.0
2093,89.0
2094,129.0
2095,87.0
2096,108.0
2097,112.0
2098,66.0
2099,87.0
2100,75.0
2101,86.0
2102,189.0
2103,118.0
2104,128.0
2105,87.0
2106,87.0
2107,85.0
2108,87.0
2109,108.0
2110,89.0
2111,89.0
2112,89.0
2113,89.0
2114,89.0
2115,89.0
2116,87.0
2117,123.0
2118,129.0
2119,87.0
2120,85.0
2121,89.0
2122,80.0
2123,99.0
2124,89.0
2125,91.0
2126,73.0
2127,81.0
2128,85.0
2129,131.0
2130,89.0
2131,123.0
2132,87.0
2133,80.0
2134,131.0
2135,71.0
2136,197.0
2137,87.0
2138,87.0
2139,178.0
