run_index,algorithm,instance,r_type,e_type,gamma,alpha,BestEpisode,BestDistance,BestPath,Duration_sec,Emissions_kgCO2,EmissionsRate_kgCO2_per_sec,CPU_Power_W,RAM_Power_W,CPU_Energy_Wh,RAM_Energy_Wh,Total_Energy_Wh
1,sarsa,br17.atsp,R1,linear,0.15,0.75,1267,63.0,16 -> 12 -> 11 -> 0 -> 10 -> 2 -> 9 -> 13 -> 1 -> 14 -> 5 -> 4 -> 6 -> 3 -> 15 -> 7 -> 8 -> 16,1.2686998001299798,5.377323237894902e-06,4.238452025722703e-06,42.5,10.0,1.4970299166775981e-05,3.5208658334643893e-06,1.8491165000240372e-05
1,sarsa,br17.atsp,R2,linear,0.15,0.75,133,39.0,4 -> 3 -> 5 -> 15 -> 14 -> 6 -> 12 -> 10 -> 9 -> 1 -> 13 -> 2 -> 11 -> 0 -> 16 -> 8 -> 7 -> 4,1.4106125999242067,5.9777111631413345e-06,4.237670330934603e-06,42.5,10.0,1.664207444506853e-05,3.91366277795492e-06,2.0555737223023448e-05
1,sarsa,br17.atsp,R3,linear,0.15,0.75,2928,39.0,15 -> 14 -> 5 -> 6 -> 10 -> 12 -> 9 -> 1 -> 13 -> 2 -> 0 -> 11 -> 16 -> 7 -> 8 -> 4 -> 3 -> 15,1.6785206000786275,7.115892508799103e-06,4.2393834835662855e-06,42.5,10.0,1.9811099929534574e-05,4.658536111108131e-06,2.4469636040642706e-05
1,sarsa,br17.atsp,R1,convex,0.15,0.75,5871,63.0,6 -> 5 -> 4 -> 15 -> 3 -> 14 -> 11 -> 9 -> 2 -> 12 -> 1 -> 13 -> 10 -> 0 -> 16 -> 7 -> 8 -> 6,1.9433465998154134,8.236462966637937e-06,4.238288202125276e-06,42.5,10.0,2.292996715162493e-05,5.393008610958027e-06,2.8322975762582957e-05
1,sarsa,br17.atsp,R2,convex,0.15,0.75,29,39.0,9 -> 12 -> 1 -> 10 -> 2 -> 13 -> 11 -> 0 -> 14 -> 15 -> 5 -> 6 -> 4 -> 3 -> 16 -> 7 -> 8 -> 9,1.3216951999347657,5.600398501525671e-06,4.237284437290903e-06,42.5,10.0,1.559527347320303e-05,3.6629872221965344e-06,1.9258260695399564e-05
1,sarsa,br17.atsp,R3,convex,0.15,0.75,2298,39.0,16 -> 7 -> 8 -> 10 -> 9 -> 1 -> 12 -> 13 -> 2 -> 0 -> 11 -> 14 -> 6 -> 15 -> 5 -> 4 -> 3 -> 16,0.5293858998920768,2.2422869497732247e-06,4.235637840430484e-06,42.5,10.0,6.243624235341689e-06,1.466996110846392e-06,7.71062034618808e-06
1,sarsa,br17.atsp,R1,concave,0.15,0.75,3240,66.0,15 -> 5 -> 3 -> 6 -> 4 -> 14 -> 11 -> 9 -> 0 -> 1 -> 2 -> 10 -> 13 -> 12 -> 16 -> 7 -> 8 -> 15,0.5202776999212801,2.204489711756011e-06,4.237140496487853e-06,42.5,10.0,6.137897223137165e-06,1.4427486108615997e-06,7.580645833998765e-06
1,sarsa,br17.atsp,R2,concave,0.15,0.75,56,39.0,16 -> 8 -> 7 -> 10 -> 1 -> 9 -> 12 -> 2 -> 13 -> 11 -> 0 -> 6 -> 14 -> 5 -> 15 -> 4 -> 3 -> 16,0.5184442999307066,2.1959764755650617e-06,4.23570376964038e-06,42.5,10.0,6.113771387511709e-06,1.4375997222183893e-06,7.551371109730099e-06
1,sarsa,br17.atsp,R3,concave,0.15,0.75,8882,39.0,15 -> 14 -> 6 -> 4 -> 3 -> 8 -> 16 -> 7 -> 9 -> 12 -> 1 -> 10 -> 2 -> 13 -> 0 -> 11 -> 5 -> 15,0.5546923999208957,3.182170988393745e-08,5.736820963920818e-08,42.5,10.0,6.544178332842421e-06,1.5378233329910373e-06,8.082001665833458e-06
1,sarsa,br17.atsp,R1,step,0.15,0.75,3975,63.0,14 -> 6 -> 4 -> 5 -> 3 -> 15 -> 1 -> 11 -> 10 -> 13 -> 2 -> 9 -> 0 -> 12 -> 7 -> 16 -> 8 -> 14,0.5602559000253677,2.3733419796969884e-06,4.236174897202379e-06,42.5,10.0,6.607629653040528e-06,1.5536536113359034e-06,8.161283264376431e-06
1,sarsa,br17.atsp,R2,step,0.15,0.75,44,39.0,8 -> 16 -> 7 -> 12 -> 1 -> 9 -> 10 -> 13 -> 2 -> 0 -> 11 -> 5 -> 14 -> 15 -> 6 -> 3 -> 4 -> 8,0.5688410000875592,3.2617377149834065e-08,5.734006013071036e-08,42.5,10.0,6.706920276822833e-06,1.5771630556426115e-06,8.284083332465444e-06
1,sarsa,br17.atsp,R3,step,0.15,0.75,1846,39.0,8 -> 7 -> 16 -> 12 -> 10 -> 9 -> 1 -> 13 -> 2 -> 0 -> 11 -> 14 -> 15 -> 6 -> 5 -> 4 -> 3 -> 8,0.5541815001051873,3.1784676878895374e-08,5.735427269380597e-08,42.5,10.0,6.535994722637245e-06,1.5366013892667577e-06,8.072596111904003e-06
