run_index,algorithm,instance,r_type,e_type,gamma,alpha,BestEpisode,BestDistance,BestPath,Duration_sec,Emissions_kgCO2,EmissionsRate_kgCO2_per_sec,CPU_Power_W,RAM_Power_W,CPU_Energy_Wh,RAM_Energy_Wh,Total_Energy_Wh
1,double,br17.atsp,R1,linear,0.15,0.75,2754,63.0,15 -> 4 -> 6 -> 14 -> 3 -> 5 -> 0 -> 1 -> 10 -> 2 -> 12 -> 13 -> 9 -> 11 -> 16 -> 7 -> 8 -> 15,0.6819756999611855,2.88988769286807e-06,4.237522968974624e-06,42.5,10.0,8.045486110495405e-06,1.8920586114594092e-06,9.937544721954814e-06
1,double,br17.atsp,R2,linear,0.15,0.75,525,39.0,14 -> 6 -> 5 -> 15 -> 1 -> 9 -> 12 -> 10 -> 2 -> 13 -> 11 -> 0 -> 7 -> 16 -> 8 -> 3 -> 4 -> 14,0.6851753001101315,2.9033929399095973e-06,4.237445423737431e-06,42.5,10.0,8.083383125712217e-06,1.900602500083753e-06,9.98398562579597e-06
1,double,br17.atsp,R3,linear,0.15,0.75,1876,39.0,5 -> 6 -> 15 -> 14 -> 9 -> 10 -> 1 -> 12 -> 2 -> 13 -> 0 -> 11 -> 7 -> 16 -> 8 -> 3 -> 4 -> 5,0.6796408998779953,2.880624180505836e-06,4.238450306658924e-06,42.5,10.0,8.019962500192277e-06,1.8857274999997269e-06,9.905690000192004e-06
1,double,br17.atsp,R1,convex,0.15,0.75,2158,65.0,8 -> 9 -> 0 -> 1 -> 10 -> 13 -> 2 -> 12 -> 11 -> 16 -> 7 -> 5 -> 3 -> 6 -> 4 -> 14 -> 15 -> 8,0.833050100132823,3.5308111497213792e-06,4.238413931117012e-06,42.5,10.0,9.82995132120171e-06,2.311556389193154e-06,1.2141507710394866e-05
1,double,br17.atsp,R2,convex,0.15,0.75,552,39.0,3 -> 4 -> 15 -> 14 -> 5 -> 6 -> 1 -> 12 -> 9 -> 10 -> 13 -> 2 -> 0 -> 11 -> 8 -> 16 -> 7 -> 3,0.677613299805671,2.8707853582054476e-06,4.236613063865105e-06,42.5,10.0,7.992639720517521e-06,1.879217222125994e-06,9.871856942643515e-06
1,double,br17.atsp,R3,convex,0.15,0.75,1295,39.0,16 -> 8 -> 7 -> 11 -> 0 -> 2 -> 13 -> 1 -> 12 -> 9 -> 10 -> 5 -> 6 -> 15 -> 14 -> 3 -> 4 -> 16,0.6635796001646668,2.8113862773940062e-06,4.236697868192999e-06,42.5,10.0,7.82692868281932e-06,1.84067083367457e-06,9.66759951649389e-06
1,double,br17.atsp,R1,concave,0.15,0.75,558,66.0,7 -> 0 -> 1 -> 2 -> 12 -> 13 -> 10 -> 11 -> 16 -> 9 -> 8 -> 6 -> 4 -> 3 -> 14 -> 15 -> 5 -> 7,0.7176035000011325,3.040810882981413e-06,4.237452692157458e-06,42.5,10.0,8.46590555399113e-06,1.9906233329998538e-06,1.0456528886990983e-05
1,double,br17.atsp,R2,concave,0.15,0.75,237,39.0,5 -> 14 -> 6 -> 15 -> 11 -> 0 -> 2 -> 13 -> 1 -> 9 -> 10 -> 12 -> 16 -> 8 -> 7 -> 3 -> 4 -> 5,0.6668730999808758,2.8266851037907457e-06,4.238715137665333e-06,42.5,10.0,7.869861945154198e-06,1.8503461110716067e-06,9.720208056225806e-06
1,double,br17.atsp,R3,concave,0.15,0.75,1621,39.0,8 -> 16 -> 7 -> 1 -> 10 -> 9 -> 12 -> 13 -> 2 -> 11 -> 0 -> 5 -> 6 -> 15 -> 14 -> 3 -> 4 -> 8,0.7688990000169724,3.257033973506708e-06,4.2359711398178605e-06,42.5,10.0,9.06792986158204e-06,2.132131944462243e-06,1.1200061806044282e-05
1,double,br17.atsp,R1,step,0.15,0.75,8224,64.0,9 -> 0 -> 1 -> 2 -> 10 -> 13 -> 12 -> 11 -> 6 -> 15 -> 4 -> 5 -> 14 -> 3 -> 8 -> 7 -> 16 -> 9,0.7191580000799149,3.0468281842530587e-06,4.236660349901532e-06,42.5,10.0,8.482899652800471e-06,1.994321111124009e-06,1.047722076392448e-05
1,double,br17.atsp,R2,step,0.15,0.75,499,39.0,0 -> 11 -> 6 -> 5 -> 14 -> 15 -> 4 -> 3 -> 16 -> 8 -> 7 -> 9 -> 1 -> 12 -> 10 -> 2 -> 13 -> 0,0.7228904999792576,3.063681727246627e-06,4.238099307342586e-06,42.5,10.0,8.529579999513873e-06,2.005595555399648e-06,1.0535175554913522e-05
1,double,br17.atsp,R3,step,0.15,0.75,514,39.0,7 -> 8 -> 16 -> 1 -> 12 -> 10 -> 9 -> 2 -> 13 -> 0 -> 11 -> 5 -> 14 -> 15 -> 6 -> 3 -> 4 -> 7,0.7323290999047458,3.103360635394238e-06,4.237658500526461e-06,42.5,10.0,8.639708123357397e-06,2.031912500064613e-06,1.067162062342201e-05
