run_index,algorithm,instance,r_type,e_type,gamma,alpha,BestEpisode,BestDistance,BestPath,Duration_sec,Emissions_kgCO2,EmissionsRate_kgCO2_per_sec,CPU_Power_W,RAM_Power_W,CPU_Energy_Wh,RAM_Energy_Wh,Total_Energy_Wh
1,sarsa,br17.atsp,R1,linear,0.15,0.75,76,66.0,5 -> 4 -> 6 -> 3 -> 14 -> 0 -> 1 -> 2 -> 10 -> 11 -> 12 -> 13 -> 9 -> 16 -> 8 -> 7 -> 15 -> 5,0.5478235997725278,2.3206966206680986e-06,4.236211476890953e-06,42.5,10.0,6.461417844628967e-06,1.518832222144637e-06,7.980250066773605e-06
1,sarsa,br17.atsp,R2,linear,0.15,0.75,153,39.0,15 -> 5 -> 14 -> 6 -> 4 -> 3 -> 8 -> 16 -> 7 -> 10 -> 1 -> 12 -> 9 -> 2 -> 13 -> 0 -> 11 -> 15,0.6096765999682248,2.5703020854504725e-06,4.215845065374712e-06,42.5,10.0,7.156421527421723e-06,1.6821544442791493e-06,8.838575971700873e-06
1,sarsa,br17.atsp,R3,linear,0.15,0.75,128,39.0,14 -> 5 -> 15 -> 6 -> 12 -> 1 -> 9 -> 10 -> 13 -> 2 -> 0 -> 11 -> 8 -> 16 -> 7 -> 3 -> 4 -> 14,0.5595003999769688,2.3706655839207263e-06,4.237111508800194e-06,42.5,10.0,6.600176805416899e-06,1.55190305538579e-06,8.15207986080269e-06
1,sarsa,br17.atsp,R1,convex,0.15,0.75,2140,66.0,7 -> 10 -> 2 -> 12 -> 13 -> 1 -> 11 -> 9 -> 8 -> 0 -> 16 -> 6 -> 3 -> 4 -> 14 -> 5 -> 15 -> 7,0.6034331999253482,2.556607391436032e-06,4.236769524368753e-06,42.5,10.0,7.117800833010633e-06,1.6736827777802116e-06,8.791483610790844e-06
1,sarsa,br17.atsp,R2,convex,0.15,0.75,44,39.0,7 -> 8 -> 16 -> 1 -> 9 -> 12 -> 10 -> 2 -> 13 -> 11 -> 0 -> 5 -> 15 -> 14 -> 6 -> 3 -> 4 -> 7,0.5649075999390334,2.3920233936743807e-06,4.234362210620879e-06,42.5,10.0,6.660071110753861e-06,1.565452500168855e-06,8.225523610922715e-06
1,sarsa,br17.atsp,R3,convex,0.15,0.75,689,39.0,5 -> 14 -> 6 -> 15 -> 12 -> 1 -> 9 -> 10 -> 13 -> 2 -> 0 -> 11 -> 16 -> 8 -> 7 -> 4 -> 3 -> 5,0.5551460001152009,2.350368102183711e-06,4.233783728417345e-06,42.5,10.0,6.5437970146174645e-06,1.5384852782719665e-06,8.08228229288943e-06
1,sarsa,br17.atsp,R1,concave,0.15,0.75,1284,68.0,7 -> 1 -> 2 -> 11 -> 10 -> 13 -> 9 -> 0 -> 16 -> 12 -> 8 -> 5 -> 4 -> 3 -> 6 -> 14 -> 15 -> 7,0.548398399958387,2.3236275521260936e-06,4.237115849175367e-06,42.5,10.0,6.46915402774337e-06,1.5211747221959136e-06,7.990328749939284e-06
1,sarsa,br17.atsp,R2,concave,0.15,0.75,42,39.0,7 -> 16 -> 8 -> 12 -> 10 -> 1 -> 9 -> 13 -> 2 -> 0 -> 11 -> 5 -> 14 -> 15 -> 6 -> 4 -> 3 -> 7,0.6271891000214964,2.6587211643389413e-06,4.239106139197597e-06,42.5,10.0,7.402160069775871e-06,1.7404652782715858e-06,9.142625348047457e-06
1,sarsa,br17.atsp,R3,concave,0.15,0.75,915,39.0,14 -> 15 -> 5 -> 6 -> 10 -> 1 -> 12 -> 9 -> 2 -> 13 -> 11 -> 0 -> 7 -> 16 -> 8 -> 4 -> 3 -> 14,0.5954362000338733,2.523463376027603e-06,4.238007994616464e-06,42.5,10.0,7.025641943295746e-06,1.651868333445034e-06,8.67751027674078e-06
1,sarsa,br17.atsp,R1,step,0.15,0.75,5627,66.0,15 -> 3 -> 6 -> 5 -> 4 -> 14 -> 0 -> 9 -> 13 -> 10 -> 11 -> 12 -> 2 -> 1 -> 7 -> 16 -> 8 -> 15,0.5406594998203218,2.2915928972624974e-06,4.238514070360488e-06,42.5,10.0,6.380169652725778e-06,1.5000005550165144e-06,7.880170207742292e-06
1,sarsa,br17.atsp,R2,step,0.15,0.75,50,39.0,7 -> 16 -> 8 -> 9 -> 1 -> 12 -> 10 -> 13 -> 2 -> 11 -> 0 -> 5 -> 6 -> 14 -> 15 -> 4 -> 3 -> 7,0.5935309999622405,2.514735288327672e-06,4.23690639324257e-06,42.5,10.0,7.001403958161569e-06,1.6460927778906706e-06,8.64749673605224e-06
1,sarsa,br17.atsp,R3,step,0.15,0.75,7447,39.0,4 -> 3 -> 14 -> 6 -> 15 -> 5 -> 12 -> 1 -> 9 -> 10 -> 13 -> 2 -> 0 -> 11 -> 7 -> 16 -> 8 -> 4,0.6074913002084941,2.5738080024579643e-06,4.23678166514421e-06,42.5,10.0,7.165697152959184e-06,1.6849347222079005e-06,8.850631875167085e-06
